"company_name","phone_number","location"
"Maghraut Technologies","079919 89898","Bhukhan, No-6/D-765, Sector 6, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Vexil Infotech Private Limited","0522 406 0503","9, Faizabad Rd, above SBI Bank, Ashok Vihar, Mangal Puri, Ismailganj, Kamta, Lucknow, Uttar Pradesh 226016"
"CEDCOSS Technologies Private Limited","0522 407 7802","3/460, Vishwas Khand Rd, Opposite to Nehru Enclave, Vishwas Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Quaere Etechnologies Pvt Ltd - Software & Web Development Company in Lucknow","073888 69999","7th Floor, Cyber Tower, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Aayan India","0522 319 5400","706, Skyline Plaza 1, Golf City, Sector B Ansal API, Lucknow, Uttar Pradesh 226030"
"AvadhMicrosystem","091153 16969","632/74, Gyan Vihar Colony, Shankar Puri, Kamta, Lucknow, Uttar Pradesh 226028"
"Erobo Software Pvt Ltd","N/A","C 139/2, Kaushalpuri Colony, Khargapur, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"DevCraftX","063878 00143","415 LIG, Shalimar One World Rd, Gomti Nagar, Lucknow, Badhamau, Uttar Pradesh 206010"
"IXT Minds | Best Software and Mobile App Development Company in Lucknow","088105 20785","624/new-1, Hope Villa, near Wave Mall, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Pingg Technocrat Private Limited","095805 02701","6/C-971 Sector 6 Gomti Nagar ,pink booth 96 malesemau Ext, Uttar Pradesh 226010"
"Code Crafter Web Solutions | Website & Software Development | Popular IT Service Providers Company in Lucknow","088407 00176","2nd floor, 1F/957, Vardan Khand, Sector 1, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Paytech IT Services Pvt Ltd","084235 92110","LOWER BASEMENT, New Janpath Complex, 9-A, Ashok Marg, Sadullah Nagar, Narahi Bazar, Narhi, Hazratganj, Lucknow, Uttar Pradesh 226001"
"Soft One Global - Website Designing, Ecommerce Solutions, Softwares and Digital Marketing Services","N/A","21/40, Geeta Puri, Sector 6, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"NextUpgrad Web Solutions Pvt. Ltd.","1800 570 0144","Sulabh Awas yojna, 6V 272, road, behind SSB Building, Sector 6, Gomti Nagar, Lucknow, Malesemau, Uttar Pradesh 226010"
"Fiables Solutions Private Limited","098380 72336","A 130, Amar Shaheed Path, Friends Colony, Lucknow, Uttar Pradesh 226002"
"HCL Technologies","N/A","ELDECO CORPORATE TOWER UNIT 407,408, Uttar Pradesh 226010"
"Wire Wings IT Solutions","088531 21424","First floor, S Trade Centre, near Police Headquarter Lane, Sector-7, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Tata Consultancy Services","1800 209 3111","1, Mandi Parishad Rd, Vijaipur Colony, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Axtell India - Shivam & Soham Home Lucknow","N/A","RX2W+68, Arjunganj, Lucknow, Uttar Pradesh 226002"
"FINNID INFOTECH PRIVATE LIMITED","093356 88885","KP - 4/371, near HDFC Bank II, Kaushalpuri, Khargapur, Gomti Nagar, Ext, Lucknow, Uttar Pradesh 226010"
"Sysrover IT Company in Lucknow","0522 411 1190","B2- 4th Floor, Vijaipur Colony, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"DIGITAL TECH SOLUTION","N/A","digitaltechsolution.co.in"
"Webeedream Technologies Pvt Ltd | School ERP Software | Website Development | Digital Marketing Agency in Lucknow","086014 89763","on, Amar Shaheed Path, opposite Saryu Apartment, Sector 5, Sector 1, Sector 6, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Netcollab Technologies Pvt Ltd","090055 77333","10th Floor, Skyline 1 Skyline Plaza 1, 1012, Sector B Ansal API, Lucknow, Uttar Pradesh 226030"
"ZIFA Technology | Website Design| Digital Marketing | Ecommerce Website | Custom Portfolio Website | SEO | POS Software","095323 34348","Omaxe Waterscapes 502, Arjunganj, Lucknow, Uttar Pradesh 226002"
"Nathan Software Consultancy","097643 94746","Kh3/233, Geeta Puri, Khargapur, Gomti Nagar, Ext, Lucknow, Uttar Pradesh 226010"
"Assign Technology Private Limited","096708 96704","Gokul Vihar Colony Assign House, Ahmamau, Lucknow, Uttar Pradesh 226002"
"ITLC INDIA PVT LTD","N/A","Olive Wood Villa, G1/0049, Golf City, Lucknow, Muzaffar Nagar Ghusval, Uttar Pradesh 226030"
"IPH Technologies - Software & Mobile App Development","095805 11301","25,26 2nd Floor, JB, 1212S, Emperor Square, near Apollo Medics Hospital, Sector B, Bargawan, LDA Colony, Lucknow, Uttar Pradesh 226012"
"Promosys Technology Pvt Ltd","N/A","1, Vikas Khand Rd, Vikas Khand 1, Vishal Khand - 3, Vishal Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Aimsoftnet Website Development Company","096217 38799","B 29, Indra Deep Complex Faizabad Road, Indira Nagar Main Rd, Sanjay Gandhi Puram, Lucknow, Uttar Pradesh 226016"
"MORBIDO INFRATECH PRIVATE LIMITED","N/A","5/283, behind Ram katha Park, Sector 5, Sector 6, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Shalvi Technologies","N/A","Aranya Estate, Plot No-67-68, Sultanpur Rd, near Law Collage, Bagiamau, Ahmamau, Lucknow, Uttar Pradesh 226030"
"TROOLOGY","073980 21810","3/224, Vipul Khand 3, Vipul Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"AJ Pixel","N/A","18, near New Era Academy, Gomti Nagar, Chandiyamau, Uttar Pradesh 226028"
"iTree Softwares-Website Development, Website Designer","089532 85993","559 kha/32, Sri Nagar, Singar Nagar, Alambagh, Lucknow, Uttar Pradesh 226005"
"360Adaptive Technologies","073938 63727","KP 4/417, Awadhpuri Khand 1, Khargapur, Ext, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Giixa Infotech (Opc) Private Limited","N/A","5/588 Gwari Village Vikas Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"The Rise Consultancy","N/A","riseconsultancy.in"
"Pintail Park City","0522 496 3000","Adjacent to HCL IT City, Extension, Gomti Nagar, Lucknow, Uttar Pradesh 226002"
"Axtell Software Solutions | Software & Website Developer","093826 47347","Budh Vihar Colony, Saidata Rd, next to Amrut Hospital, Arjunganj, Lucknow, Uttar Pradesh 226002"
"SPTM Media Pvt Lt","077040 00888","Sulabh Awas, A 16/4, Extention, Gomti Nagar, Lucknow, Malesemau, Uttar Pradesh 226010"
"Coterie Software Solution Pvt. Ltd.","094738 39994","2nd floor, Karamat Market, Nishat Ganj, Lucknow, Uttar Pradesh 226006"
"Tantrash Technologies Private Limited – Website, Software & Digital Marketing","088107 89021","722, 7th Floor, Cyber Heights, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Pledge Realty Solutions Pvt. Ltd.","094514 01037","Ground Floor, Sector F1, Central Law College, 72-C, above Amar Shaheed Path, Golf City, Lucknow, Ahmamau, Uttar Pradesh 226030"
"Alsat Digitech | Best Digital Marketing & SEO Agency in Gomti Nagar Lucknow | Best Advertisement Company in Gomti Nagar","N/A","First Floor, 5/948, near Amar Shaheed Path, Sector 5, Sector 6, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"IfStatic Technologies Pvt. Ltd.","078707 80048","sulabh Awas, A57, 33 Extenstion, Sector 1, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Eduquity Career Technologies Pvt Ltd","N/A","First Floor 1, 1 1/958, Vardan Khand, Sector 1, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Swastika Infotech","N/A","Flat No 601, Gangotri Enclave, Block 10, Awadh Vihar Yojna, Yojana, Lucknow, Uttar Pradesh 226002"
"Founder Code Technology Pvt Ltd","N/A","1/798, Sector H, Jankipuram, Lucknow, Uttar Pradesh 226021"
"WISMAD","099355 07468","2nd Floor, Vipul Plaza, above Bank Of Baroda, Vipul Khand 3, Vipul Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"ONO Technology","083558 80923","Omaxe Hajratganj, Sector-7, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Urban IQ Solutions Private Limited","N/A","2nd Floor, Felix Square, 206, Sector B Ansal API, Lucknow, Uttar Pradesh 226030"
"Modern Gurukul Digital Marketing Company","091234 09725","Modern Gurukul, Sultanpur Rd, near Shiva Public School and Amul Dairy, Golf City, Lucknow, Chak Kajehra, Uttar Pradesh 226002"
"EONIA ENTERPRISES","084000 39655","610, Felix Sq Rd, Golf City, Lucknow, Muzaffar Nagar Ghusval, Uttar Pradesh 226030"
"GPS Tracking Software","N/A","Geeta Puri, Sector 6, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Computer Wale","N/A","Arjunganj, Lucknow, Uttar Pradesh 226002"
"HAMMER N FIX","076199 76199","First Floor, Draupadi Tower, Sultanpur Rd, near IDFC FIRST BANK, Arjunganj, Lucknow, Uttar Pradesh 226002"
"Imagination shaper - Architect | Construction Company | Interior Designer","097218 18970","Near jay gopal dharam kata, Ahmamau, Sultanpur Rd, Lucknow, Uttar Pradesh 226030"
"BOOTGROW","063900 02161","Pocket E2, Plot 069, Golf City, Sector B Ansal API, Lucknow, Uttar Pradesh 226030"
"Quantum Spark - Best Digital Marketing Agency in Lucknow","083067 87652","C-2/143, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"ONO IT SOLUTIONS","083558 80923","Omaxe Mini Hazratganj, 111, 2, opposite Omaxe Residency 1, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Shukla Computers","073762 63300","Arjunganj, Sarsawan, Lucknow, Uttar Pradesh 226002"
"Sahind Tech","N/A","V278+G62, Vishesh Khand Rd, Vishesh Khand 2, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"progix Technology","N/A","Q2MH+VG6, Golf City, Chak Kajehra, Uttar Pradesh 226002"
"Hitech Group (Hitech Green City Pvt. Ltd.)","087266 67222","1/753, Vardan Khand, Sector 4, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Hitech Group (Hitech Green City Pvt. Ltd.)","087266 67222","1/753, Vardan Khand, Sector 4, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"J K Multiservices","N/A","19, Rajawat Vihar Colony Near 220 Power House Gomti Nagar Extension Lucknow Gomti Nagar, Uttar Pradesh 226010"
"Supagrow Technologies | Website Design | Software Development | Mobile Application Development| No1 SEO Company","078811 22223","supagrow.in"
"BACKER TECHNOLOGY","082990 58530","vanasthali appartment, Vardan Khand, Sector 1, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"BACKER TECHNOLOGY","082990 58530","vanasthali appartment, Vardan Khand, Sector 1, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Digitech Era","080526 70384","529/965, Picnic Spot Rd, near Ahuja Petrol Pump, behind Home Decor, New Rahim Nagar, Lucknow, Uttar Pradesh 226006"
"EYECON NETWORK ELECTRONIC SECURITY","074998 87444","Saketpuri, Azad Nagar, Ramprasad Bismil Nagar, Alambagh, Lucknow, Uttar Pradesh 226005"
"Dell Exclusive Store - Phoenix Palassio Mall","080 4800 9644","Phoenix Palassio, Amar Shaheed Path, Sector-7, Gomti Nagar, Lucknow, Ardonamau, Uttar Pradesh 226010"
"SGT Computer","082995 45784","Krishna Market, near Nova Paramedical College, behind Patrol pump, Khargapur, Gomti Nagar, Lucknow, Bhaisora, Uttar Pradesh 226010"
"Samiya Engineering Works","N/A","R2G7+3CV, Sector 6, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"7th Sky Services","081888 26557","Property No.426, Sector N, Aliganj, Lucknow, Uttar Pradesh 226024"
"IT Solutions","094586 68577","IT SOLUTIONS, Abdul Hameed Complex, FCI Rd, Tikaitganj, Block C, Rajajipuram, Lucknow, Uttar Pradesh 226017"
"IT Solutions","094586 68577","IT SOLUTIONS, Abdul Hameed Complex, FCI Rd, Tikaitganj, Block C, Rajajipuram, Lucknow, Uttar Pradesh 226017"
"VIPRI ENTERPRISES ( Erstwhile KVSOM ENTERPRISE SERVICES)","097927 05000","D block, Polytechnic Chauraha, Block D, Indira Nagar, Lucknow, Uttar Pradesh 226021"
"Lenovo Exclusive Store - Sigma IT Super Store","080 4812 5871","3rd floor, Phoenix Palassio Mall, T-15, Amar Shaheed Path, Gomti Nagar, Lucknow, Ardonamau, Uttar Pradesh 226010"
"Redington Limited","095094 55000","House No.1, 1st Floor, Dalibagh, Lucknow, Uttar Pradesh 226001"
"S S N Infra Developers Private Limited","091290 69666","2/24, Vikrant Khand- 2, Vikrant Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Raja Laptop Care","074082 31821","Lucknow - Ayodhya Rd, opposite Axix bank, near Surya Gym, Arjunganj, Sarsawan, Lucknow, Uttar Pradesh 226002"
"CedCommerce","088888 20953","2th floor, 3/460, Vishwas Khand Rd, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"HP PRINTER LAPTOP SERVICE CENTER","080053 89247","1/556, Vardan Khand, Sector 1, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"INDIATEQ ENTERPRISES-Best CCTV / Biometric dealer in Lucknow-Best home security in Lucknow-ERP Software developer in Lucknow","091518 41309","SHOP NO-18, Prem Plaza, Kanpur Rd, opposite NABARD INSTITUTE, Sector G, LDA Colony, Lucknow, Uttar Pradesh 226012"
"Spak AS tech","N/A","sparktechas.com"
"Codify Vision","N/A","codifyvision.com"
"BrandTangent","072709 12284","544b, 301, Pakka Bagh Rd, new haiderganj, Mallpur, Lucknow, Uttar Pradesh 226003"
"Pronoc Technologies Private Limited","093356 69899","FF - 81, Adarsh Complex, Sector - E, Jankipuram, Lucknow, Uttar Pradesh 226021"
"yuvi Infotech Computer","079059 71120","1/555, Awadhpuri Khand-2, Khargapur, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Lotus Orbit Media Pvt Ltd","070079 54566","near Lord Mehar School, Preeti Nagar, Mulayam Nagar, Harihar Nagar, Kamta, Lucknow, Uttar Pradesh 226028"
"SR Computer Care","096218 94680","1/754, ITS Easy Tower Adjucent ICICI Bank, Vardan Khand, Lucknow, Uttar Pradesh 226010"
"ASUS Exclusive Store - Phoenix Palassio Mall","080 3701 6525","Shop No 16, Third Floor, Phoenix Palassio Mall, nearby Ekana International Cricket Stadium Road, Gomti Nagar, Ardonamau, Uttar Pradesh 226002"
"IT Repairs CCTV & Computer Shop","091511 00111","Shop No. 34 LDA Market, Vinay Khand 1, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
"Thinkktech Web Solutions","070817 08171","thinkktech.com"
"Reliable Computech","099350 40007","Sahara Plaza, A-220, Patrakarpuram Crossing Rd, Vikas Khand 1, Patrakar Puram, Vikas Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010"
